,IncidentFromDate,PRCP,OffenseCode,Offense Description,CaseStatus,LocationLandmark
28279,2016,0.0,2317,Larceny - Bicycle,Inactive,Student Center
28280,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA West  191
28281,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28282,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Techwood Drive @ Bobby Dodd Way  Z2
28283,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28284,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,Woodruff Residence Hall
28285,2016,0.0,2902,Damage to Property - Private,Inactive,Pi Kappa Phi Fraternity   320   Z3
28286,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28287,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28288,2016,0.0,9999F,,Closed/Cleared,North Avenue Apartments South Building
28289,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Library   77   Z2
28290,2016,0.0,2317,Larceny - Bicycle,Inactive,Student Center
28291,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA West  191
28292,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28293,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Techwood Drive @ Bobby Dodd Way  Z2
28294,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28295,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,Woodruff Residence Hall
28296,2016,0.0,2902,Damage to Property - Private,Inactive,Pi Kappa Phi Fraternity   320   Z3
28297,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28298,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28299,2016,0.0,9999F,,Closed/Cleared,North Avenue Apartments South Building
28300,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Library   77   Z2
28301,2016,0.0,2317,Larceny - Bicycle,Inactive,Student Center
28302,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA West  191
28303,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28304,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Techwood Drive @ Bobby Dodd Way  Z2
28305,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
28306,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,Woodruff Residence Hall
28307,2016,0.0,2902,Damage to Property - Private,Inactive,Pi Kappa Phi Fraternity   320   Z3
28308,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28309,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28310,2016,0.0,9999F,,Closed/Cleared,North Avenue Apartments South Building
28311,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Library   77   Z2
28312,2016,0.0,2317,Larceny - Bicycle,Inactive,Student Center
28313,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28314,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28315,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28316,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28317,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28318,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28319,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28320,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28321,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28322,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28323,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28324,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28325,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28326,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28327,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28328,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28329,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28330,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28331,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28332,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28333,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28334,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28335,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28336,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28337,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28338,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28339,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28340,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28341,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28342,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28343,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28344,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28345,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28346,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28347,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28348,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28349,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28350,2016,0.0,5707,Criminal Trespass,Inactive,Boggs Building Lot (North)
28351,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Perry-Matheson Residence Hall
28352,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,Burger Bowl Field
28353,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Services Warehouse   882
28354,2016,0.0,2317,Larceny - Bicycle,Inactive,Smith Lot Behind Brown Residence Hall
28355,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28356,2016,0.0,,,Closed/Cleared,VOID
28357,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28358,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28359,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28360,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28361,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28362,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28363,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28364,2016,0.0,,,Closed/Cleared,VOID
28365,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28366,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28367,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28368,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28369,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28370,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28371,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28372,2016,0.0,,,Closed/Cleared,VOID
28373,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28374,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28375,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28376,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28377,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28378,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28379,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28380,2016,0.0,,,Closed/Cleared,VOID
28381,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28382,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28383,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28384,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28385,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28386,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28387,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28388,2016,0.0,,,Closed/Cleared,VOID
28389,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28390,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28391,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28392,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28393,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28394,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28395,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28396,2016,0.0,,,Closed/Cleared,VOID
28397,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28398,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28399,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28400,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28401,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28402,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28403,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Sigma Phi Epsilon Fraternity   326   Z2
28404,2016,0.0,,,Closed/Cleared,VOID
28405,2016,0.0,4104,Liquor - Possession Of,Closed/Cleared,Skiles Building
28406,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,GTRI Conference Center
28407,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Skiles Building
28408,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Pi Kappa Phi Fraternity
28409,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Molecular Science & Engineering Building   167   Z1
28410,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
28411,2016,0.23,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28412,2016,0.23,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28413,2016,0.23,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28414,2016,0.23,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28415,2016,0.23,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28416,2016,0.23,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28417,2016,0.0,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28418,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28419,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28420,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28421,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28422,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28423,2016,0.0,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28424,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28425,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28426,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28427,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28428,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28429,2016,0.01,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28430,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28431,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28432,2016,0.01,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28433,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28434,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28435,2016,0.02,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28436,2016,0.02,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28437,2016,0.02,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28438,2016,0.02,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28439,2016,0.02,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28440,2016,0.02,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28441,2016,1.54,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28442,2016,1.54,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28443,2016,1.54,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28444,2016,1.54,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28445,2016,1.54,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28446,2016,1.54,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28447,2016,0.0,2903,Damage to Property - Public,Closed/Cleared,Beringause Building   46   Z1
28448,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Freeman Residence Hall   117   Z4
28449,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Towers Residence Hall
28450,2016,0.0,2605,Fraud - Illegal Use of Credit/Financial Transaction Cards,Inactive,
28451,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Boggs Building
28452,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,NAA Dining Hall
28453,2016,0.0,9999W,,Closed/Cleared,
28454,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28455,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28456,2016,0.0,9999W,,Closed/Cleared,
28457,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28458,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28459,2016,0.0,9999W,,Closed/Cleared,
28460,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28461,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28462,2016,0.0,9999W,,Closed/Cleared,
28463,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28464,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28465,2016,0.0,9999W,,Closed/Cleared,
28466,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28467,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28468,2016,0.0,9999W,,Closed/Cleared,
28469,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28470,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28471,2016,0.0,9999W,,Closed/Cleared,
28472,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
28473,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Love Manufacturing Building   1
28474,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28475,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28476,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28477,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28478,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28479,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28480,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28481,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28482,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28483,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28484,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28485,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28486,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28487,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28488,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28489,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28490,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28491,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28492,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28493,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28494,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28495,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28496,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28497,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28498,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28499,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28500,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28501,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28502,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28503,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28504,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28505,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28506,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28507,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28508,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28509,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28510,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28511,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28512,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28513,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28514,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28515,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28516,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28517,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28518,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28519,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28520,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28521,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28522,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28523,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28524,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28525,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28526,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28527,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28528,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28529,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28530,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28531,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28532,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28533,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28534,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28535,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28536,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28537,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28538,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28539,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28540,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28541,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28542,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28543,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28544,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28545,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28546,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28547,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28548,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28549,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28550,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28551,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28552,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28553,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28554,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28555,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28556,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28557,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28558,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28559,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28560,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28561,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28562,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28563,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28564,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,MARC Building
28565,2016,0.0,5311,Disorderly Conduct,Closed/Cleared,Bobby Dodd Stadium
28566,2016,0.0,1313,Simple Assault/Battery,Closed/Cleared,Fourth Street  NW at Fowler Street  NW
28567,2016,0.0,2301,Pocket Picking,Closed/Cleared,Bobby Dodd Stadium
28568,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Ferst Drive  NW @ Cherry Street  NW
28569,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Techwood Drive  NW and Bobby Dodd Way  NW
28570,2016,0.0,2302,Larceny - Purse Snatching,Inactive,Brittan Dinning Hall
28571,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
28572,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building   46   Z1
28573,2016,0.0,2903,Damage to Property - Public,Inactive,Clough Undergraduate Learning Center   166   Z2
28574,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Georgia Tech Hotel & Conference Center
28575,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium   17   Z2
28576,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,McCamish Pavilion   73   Z1
28577,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tenth Street NW @ Northside Drive NW
28578,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Campus Recreation Center   160   Z4
28579,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,North Avenue Apartments
28580,2016,0.0,2902,Damage to Property - Private,Closed/Cleared,Boggs Building   103   Z3
28581,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Landon Learning Center   791   Z1
28582,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
